name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions,any_precautions,earliest,days,reviews_per_day,7/19/2021,7/20/2021,2021-07-21,2021-07-22,2021-07-23,avg_bookings
The Rusty Face,https://www.opentable.com/r/the-rusty-face-brooklyn,1,False,2,9,4.6,4.6,4.6,4.5,4.2,Moderate,100.0,Williamsburg,"Mediterranean, Tapas / Small Plates, Seafood",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Full Bar, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mediterranean,1,1,1,1,True,4,True,4/20/2021,96.0,0.09375,6.0,7.0,9.0,10.0,7.0,7.8
The Grotto Authentic Caribbean Cuisine,https://www.opentable.com/r/the-grotto-authentic-caribbean-cuisine-brooklyn,1,False,1,0,,,,,,,,Bedford-Stuyvesant,Caribbean,Casual Dining,Business Casual,,,Caribbean,0,0,0,0,True,0,False,,,0.0,1.0,0.0,0.0,0.0,0.0,0.2
Champs Diner,https://www.opentable.com/r/champs-diner-brooklyn,1,False,1,13,4.8,4.8,4.8,4.8,4.7,Moderate,93.0,Williamsburg,Vegan,Casual Dining,Casual Dress,,"Delivery, Gender Neutral Restroom, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access",Vegan,1,1,1,1,True,4,True,5/16/2021,70.0,0.1857142857142857,13.0,27.0,,,,20.0
Ponte Vecchio,https://www.opentable.com/r/ponte-vecchio-brooklyn,1,False,2,0,,,,,,,,Bay Ridge,"Italian, Seafood, Meat",Casual Dining,Business Casual,,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,True,4,True,5/22/2021,64.0,0.0,5.0,5.0,5.0,5.0,8.0,5.6
ECB,https://www.opentable.com/r/ecb-ridgewood,1,False,1,0,,,,,,,,Bushwick,"Pizzeria, Italian, Burgers",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wine",Pizzeria,1,0,1,1,True,3,True,5/25/2021,61.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6
That Bar,https://www.opentable.com/r/that-bar-brooklyn,1,False,1,0,,,,,,,,Park Slope,"Gastro Pub, American, Contemporary American",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Gastro Pub,1,1,1,1,True,4,True,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atithi Indian cuisine,https://www.opentable.com/r/atithi-indian-cuisine-brooklyn,1,False,1,0,,,,,,,,Williamsburg,Indian,Casual Dining,Casual Dress,,"Delivery, Non-Smoking, Takeout, Wheelchair Access",Indian,1,1,1,1,True,4,True,6/25/2021,30.0,0.0,4.0,3.0,1.0,0.0,3.0,2.2
Patrick Steakhouse,https://www.opentable.com/r/patrick-steakhouse-brooklyn,1,False,1,0,,,,,,,,Crown Heights,Steakhouse,Casual Dining,Casual Dress,Walter Hinds,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Patio/Outdoor Dining, Weekend Brunch, Wine",Steakhouse,1,0,0,1,True,2,True,7/16/2021,9.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
Belli Osteria - Brooklyn,https://www.opentable.com/r/belli-osteria-brooklyn,1,False,1,55,4.6,4.6,4.3,4.5,4.7,Moderate,86.0,Clinton Hill,"Italian, Burgers, Bar / Lounge / Bottle Service",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,1/23/2019,914.0,0.0601750547045951,3.0,2.0,5.0,2.0,7.0,3.8
Piccoli Trattoria,https://www.opentable.com/r/piccoli-trattoria-brooklyn,1,False,1,104,4.7,4.7,4.6,4.4,4.6,Moderate,95.0,Park Slope,"Italian, Comfort Food",Casual Dining,Casual Dress,,"Beer, Corkage Fee, Delivery, Gender Neutral Restroom, Gluten-free Menu, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,2/12/2019,894.0,0.116331096196868,11.0,15.0,6.0,9.0,10.0,10.2
BAKAR,https://www.opentable.com/r/bakar-brooklyn-2,1,False,2,2,5.0,4.4,5.0,4.7,4.3,Quiet,100.0,Midwood,"Kosher, Steakhouse, American",Casual Dining,Smart Casual,,"Banquet, Beer, Delivery, Gender Neutral Restroom, Kosher, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Kosher,1,1,1,1,False,4,True,2/14/2021,161.0,0.0124223602484472,1.0,1.0,0.0,,,0.6666666666666666
SAVANNAH CAFE,https://www.opentable.com/r/savannah-cafe-brooklyn,1,False,2,22,4.3,4.4,3.9,4.2,4.1,Moderate,88.0,Crown Heights,Caribbean,Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Caribbean,1,0,1,1,False,3,True,3/20/2021,127.0,0.1732283464566929,6.0,13.0,13.0,15.0,18.0,13.0
Pulia Restaurant,https://www.opentable.com/r/pulia-restaurant-brooklyn,1,False,2,1,2.3,2.3,2.3,3.0,2.3,Energetic,,Gowanus,Italian,Casual Dining,Casual Dress,Antonello Ghessa,"Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,2/14/2021,161.0,0.0062111801242236,0.0,0.0,0.0,0.0,0.0,0.0
Shelter Pizza,https://www.opentable.com/shelter-pizza,1,False,2,189,4.5,4.4,4.2,4.6,4.2,Moderate,100.0,Williamsburg,"Pizza Bar, Pizzeria, American",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Delivery, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Pizza Bar,1,1,1,1,False,4,True,4/5/2014,2668.0,0.070839580209895,9.0,4.0,8.0,13.0,11.0,9.0
Charm Bar Restaurant,https://www.opentable.com/r/charm-bar-restaurant-brooklyn,1,False,1,145,4.5,4.4,4.3,4.5,4.3,Moderate,90.0,Park Slope,"Caribbean, American",Casual Dining,Casual Dress,,"Beer, Cocktails, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Caribbean,1,1,1,1,False,4,True,11/13/2020,254.0,0.5708661417322834,4.0,10.0,8.0,22.0,19.0,12.6
MidiCi Neapolitan Pizza - Brooklyn,https://www.opentable.com/r/midici-neapolitan-pizza-brooklyn,1,False,1,5,4.6,4.5,4.6,4.4,4.5,Moderate,67.0,Williamsburg,"Italian, Pizzeria, Wine Bar",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,11/22/2020,245.0,0.0204081632653061,1.0,1.0,1.0,1.0,2.0,1.2
Polygon BK (Latin Pizza and Latin Cuisine),https://www.opentable.com/r/polygon-bk-latin-pizza-and-latin-cuisine-brooklyn,1,False,1,81,4.6,4.5,4.6,4.7,4.4,Moderate,100.0,Williamsburg,Latin / Spanish,Casual Dining,Casual Dress,,"Beer, Cocktails, Full Bar, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Wine",Latin / Spanish,1,1,1,1,False,4,True,10/8/2020,290.0,0.2793103448275862,6.0,6.0,,1.0,,4.333333333333333
Sea Wolf Waterfront,https://www.opentable.com/r/sea-wolf-waterfront-brooklyn,1,False,2,92,4.1,4.0,4.1,4.5,3.8,Moderate,73.0,Williamsburg,"Seafood, Oyster Bar, Comfort Food",Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Weekend Brunch, Wheelchair Access, Wine",Seafood,1,1,1,1,False,4,True,10/2/2020,296.0,0.3108108108108108,38.0,30.0,22.0,32.0,39.0,32.2
Gold Room,https://www.opentable.com/r/gold-room-brooklyn,1,False,2,29,4.0,3.9,3.9,4.0,3.8,Moderate,85.0,Prospect Lefferts Gardens,"Caribbean, Comfort Food, American",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Entertainment, Full Bar, Non-Smoking, Outdoor dining, Weekend Brunch, Wheelchair Access, Wine",Caribbean,1,1,1,1,False,4,True,11/20/2020,247.0,0.117408906882591,3.0,9.0,11.0,5.0,4.0,6.4
Savelli Restaurant and Bar,https://www.opentable.com/r/savelli-restaurant-and-bar-brooklyn,1,False,2,59,4.7,4.7,4.5,4.6,4.6,Moderate,100.0,Cobble Hill,"Italian, Contemporary Italian",Casual Dining,Smart Casual,,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, High Tea, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,2/20/2021,155.0,0.3806451612903225,6.0,7.0,8.0,2.0,2.0,5.0
Brooklyn Winery,https://www.opentable.com/r/brooklyn-winery-brooklyn,1,False,2,137,4.8,4.6,4.7,4.8,4.6,Quiet,100.0,Williamsburg,"Winery, Wine Bar, American",Casual Dining,Casual Dress,Michael Gordon,"Beer, Delivery, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Takeout, Wheelchair Access, Wine",Winery,0,0,0,0,False,0,False,7/24/2020,366.0,0.3743169398907104,11.0,24.0,11.0,,15.0,15.25
BROOKVIN,https://www.opentable.com/r/brookvin-brooklyn,1,False,2,98,4.9,4.8,4.9,4.9,4.7,Moderate,100.0,Park Slope,Tapas / Small Plates,Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Full Bar, Non-Smoking, Outdoor dining, Wine",Tapas / Small Plates,1,1,1,1,False,4,True,6/22/2020,398.0,0.2462311557788944,9.0,6.0,10.0,11.0,10.0,9.2
Rangoon - Brooklyn,https://www.opentable.com/r/rangoon-brooklyn,1,False,2,127,4.4,4.4,4.3,4.4,4.1,Moderate,89.0,Crown Heights,Burmese,Casual Dining,Casual Dress,Myo Moe,"Beer, Cocktails, Counter Seating, Delivery, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Wheelchair Access, Wine",Burmese,1,1,1,1,False,4,True,8/19/2020,340.0,0.3735294117647059,19.0,21.0,27.0,33.0,35.0,27.0
Hummus Market,https://www.opentable.com/r/hummus-market-brooklyn,1,False,1,9,4.8,4.8,4.9,4.7,4.7,Moderate,100.0,Williamsburg,"Middle Eastern, Moroccan, Israeli",Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Happy Hour, Kosher, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Middle Eastern,1,1,1,1,False,4,True,8/12/2020,347.0,0.0259365994236311,4.0,4.0,1.0,2.0,4.0,3.0
East Hae,https://www.opentable.com/r/east-hae-brooklyn,1,False,2,36,4.2,4.2,4.0,4.3,3.9,Moderate,67.0,Williamsburg,"Korean, Barbecue, Asian",Casual Elegant,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Wheelchair Access, Wine",Korean,1,1,1,1,False,4,True,7/20/2020,370.0,0.0972972972972973,6.0,2.0,7.0,5.0,,5.0
Teraza Restaurant Lounge,https://www.opentable.com/r/teraza-restaurant-lounge-brooklyn,1,False,3,32,4.8,4.8,4.6,4.8,4.5,Moderate,100.0,Coney Island,"Mediterranean, Bar / Lounge / Bottle Service, European",Casual Dining,Smart Casual,,"Banquet, Bar/Lounge, Beer, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Dancing, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Wheelchair Access, Wine",Mediterranean,1,1,1,1,False,4,True,2/14/2020,527.0,0.0607210626185958,3.0,4.0,4.0,3.0,8.0,4.4
Czen,https://www.opentable.com/r/czen-brooklyn,1,False,1,178,4.5,4.5,4.3,4.5,4.3,Moderate,95.0,Midwood,"Caribbean, Asian, Fusion / Eclectic",Casual Elegant,Smart Casual,Chef Jimmy,"Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Caribbean,1,1,1,1,False,4,True,2/8/2020,533.0,0.3339587242026266,1.0,4.0,4.0,7.0,8.0,4.8
Café Le Mistral,https://www.opentable.com/r/cafe-le-mistral-brooklyn,1,False,3,11,4.5,4.4,4.4,4.5,4.1,Moderate,100.0,Park Slope,"French, Bistro, Traditional French",Fine Dining,Smart Casual,Joel Estudillo,"Banquet, Bar/Lounge, Beer, Cafe, Entertainment, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wine",French,1,0,1,1,False,3,True,12/13/2019,590.0,0.0186440677966101,2.0,1.0,0.0,6.0,3.0,2.4
Mama Capri - Brooklyn,https://www.opentable.com/r/mama-capri-brooklyn,1,False,2,18,4.6,4.6,4.7,4.8,4.5,Quiet,100.0,Carroll Gardens,Italian,Casual Dining,Casual Dress,Telia,"Bar/Lounge, Cafe, Counter Seating, Fireplace, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,10/31/2019,633.0,0.0284360189573459,1.0,1.0,5.0,4.0,4.0,3.0
Fabiane's,https://www.opentable.com/r/fabianes-brooklyn,1,False,1,17,4.2,4.3,4.1,4.1,4.1,Moderate,80.0,Williamsburg,"American, CafÃ©, Winery",Home Style,Smart Casual,Kevin Heremosa,"Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,8/26/2019,699.0,0.0243204577968526,15.0,4.0,3.0,4.0,9.0,7.0
Suite 704,https://www.opentable.com/r/suite-704-brooklyn,1,False,2,7,4.5,4.4,4.4,4.8,4.5,Moderate,100.0,Crown Heights,"Caribbean, Seafood, Vegetarian / Vegan",Casual Dining,Casual Dress,Sean Graham,"Banquet, Bar/Lounge, Counter Seating, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch",Caribbean,1,1,1,1,False,4,True,12/31/2018,937.0,0.007470651013874,5.0,7.0,3.0,2.0,3.0,4.0
Tambour,https://www.opentable.com/r/tambour-brooklyn,1,False,1,51,4.5,4.5,4.5,4.3,4.3,Moderate,84.0,Park Slope,"Wine Bar, Contemporary American",Casual Dining,Business Casual,,"Beer, Cocktails, Wine",Wine Bar,0,0,0,0,False,0,False,11/2/2018,996.0,0.0512048192771084,0.0,0.0,3.0,3.0,3.0,1.8
Avere,https://www.opentable.com/r/avere-brooklyn,1,False,1,24,4.2,4.4,4.4,3.8,4.2,Quiet,86.0,Downtown Brooklyn,Contemporary Italian,Casual Dining,Casual Dress,Mike Vejuka.,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Contemporary Italian,1,1,1,1,False,4,True,11/6/2018,992.0,0.0241935483870967,0.0,0.0,2.0,1.0,3.0,1.2
Union Pizza Works,https://www.opentable.com/r/union-pizza-works-brooklyn,1,False,1,37,4.9,4.8,4.7,4.8,4.8,Moderate,78.0,Bushwick,"Pizzeria, Italian",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Delivery, Full Bar, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Pizzeria,1,1,1,1,False,4,True,9/22/2018,1037.0,0.0356798457087753,4.0,4.0,7.0,5.0,4.0,4.8
Pizza Secret,https://www.opentable.com/r/pizza-secret-brooklyn,1,False,1,45,4.8,4.8,4.7,4.3,4.3,Moderate,100.0,Park Slope,"Pizzeria, Italian",Casual Dining,Casual Dress,,"Bar Dining, Counter Seating, Non-Smoking",Pizzeria,0,0,0,0,False,0,False,7/25/2018,1096.0,0.0410583941605839,1.0,2.0,1.0,4.0,3.0,2.2
Terre Pasta Natural Wine,https://www.opentable.com/r/terre-pasta-natural-wine-brooklyn,1,False,2,360,4.9,4.9,4.8,4.9,4.5,Moderate,100.0,Park Slope,"Italian, Wine Bar",Casual Dining,Casual Dress,Daniele Tassi,"Outdoor dining, Wine",Italian,1,1,1,1,False,4,True,3/16/2018,1227.0,0.293398533007335,19.0,,25.0,30.0,34.0,27.0
Archway Cafe,https://www.opentable.com/r/archway-cafe-brooklyn,1,False,1,16,4.2,4.2,4.2,4.1,4.2,Quiet,92.0,DUMBO / Vinegar Hill,"CafÃ©, American",Casual Dining,Casual Dress,,"Beer, Delivery, Outdoor dining, Takeout, Wine",CafÃ©,0,0,0,0,False,0,False,11/19/2017,1344.0,0.0119047619047619,1.0,,0.0,0.0,2.0,0.75
Alta Calidad,https://www.opentable.com/r/alta-calidad-brooklyn,1,False,2,264,4.6,4.6,4.6,4.6,4.3,Moderate,89.0,Prospect Heights,Mexican,Casual Dining,Casual Dress,Chef Akhtar Nawab,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Weekend Brunch, Wine",Mexican,0,0,0,0,False,0,False,12/27/2017,1306.0,0.2021439509954058,26.0,,21.0,23.0,27.0,24.25
Beso,https://www.opentable.com/r/beso-staten-island,1,False,1,5,4.8,4.7,4.8,4.7,4.7,Moderate,100.0,Bay Ridge,"Tapas / Small Plates, Spanish",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Non-Smoking, Takeout, Wine",Tapas / Small Plates,0,0,0,0,False,0,False,6/19/2021,36.0,0.1388888888888889,3.0,,7.0,7.0,12.0,7.25
Cecconi's Dumbo,https://www.opentable.com/r/cecconis-dumbo-brooklyn,1,False,1,2532,4.6,4.6,4.4,4.8,4.3,Moderate,93.0,DUMBO / Vinegar Hill,"Contemporary Italian, Italian, Mediterranean",Casual Dining,Casual Dress,Patrick Hernon,"Bar/Lounge, Beer, Cocktails, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Patio/Outdoor Dining, Private Room, View, Weekend Brunch, Wine",Contemporary Italian,1,1,1,1,False,4,True,6/13/2017,1503.0,1.6846307385229542,241.0,,217.0,206.0,249.0,228.25
INDIAN TABLE,https://www.opentable.com/r/indian-table-brooklyn,1,False,1,51,4.8,4.9,4.8,4.5,4.8,Quiet,100.0,Cobble Hill,Indian,Casual Dining,Business Casual,Eric McCarthy,"Beer, Cocktails, Delivery, Gender Neutral Restroom, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wine",Indian,1,1,1,0,False,3,True,6/18/2017,1498.0,0.0340453938584779,12.0,,6.0,6.0,5.0,7.25
Faun,https://www.opentable.com/r/faun-brooklyn,1,False,1,10,4.5,4.7,4.4,4.6,4.1,Moderate,80.0,Prospect Heights,"Italian, American, Steak",Casual Elegant,Business Casual,Kieran Minihan,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,11/20/2019,613.0,0.0163132137030995,2.0,,7.0,4.0,3.0,4.0
Il Colosseo Restaurant And Pizzeria,https://www.opentable.com/r/il-colosseo-restaurant-and-pizzeria-brooklyn,1,False,1,6,4.6,4.5,4.7,4.4,4.4,Moderate,100.0,Bensonhurst,Italian,Casual Dining,Business Casual,,,Italian,0,0,0,0,False,0,False,5/16/2021,70.0,0.0857142857142857,0.0,,0.0,1.0,1.0,0.5
One Stop,https://www.opentable.com/r/one-stop-brooklyn,1,False,1,2,4.7,4.6,4.6,4.8,4.8,Moderate,100.0,Greenpoint,American,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Full Bar, Gender Neutral Restroom, Outdoor dining, Outdoor Smoking Area, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,3/14/2021,133.0,0.0150375939849624,0.0,,2.0,1.0,0.0,0.75
Fragole,https://www.opentable.com/r/fragole-brooklyn,1,False,1,102,4.6,4.6,4.4,4.5,4.5,Moderate,90.0,Carroll Gardens,"Italian, Home cooking",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Beer Garden, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,4/7/2018,1205.0,0.0846473029045643,7.0,,4.0,2.0,13.0,6.5
Buffalo Wild Wings - Atlantic Terminal,https://www.opentable.com/r/buffalo-wild-wings-atlantic-terminal-brooklyn,1,False,1,85,4.2,4.3,4.2,4.2,4.3,Moderate,83.0,Brooklyn Heights,"American, Burgers",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Happy Hour, Late Night, Takeout, Wine",American,1,1,1,1,False,4,True,2/17/2017,1619.0,0.0525015441630636,11.0,9.0,17.0,5.0,15.0,11.4
Westville Dumbo,https://www.opentable.com/r/westville-dumbo-brooklyn,1,False,1,224,4.6,4.6,4.6,4.4,4.5,Moderate,89.0,DUMBO / Vinegar Hill,"Comfort Food, American",Casual Dining,Business Casual,,"Beer, Cocktails, Delivery, Full Bar, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wine",Comfort Food,1,1,1,1,False,4,True,1/26/2017,1641.0,0.1365021328458257,42.0,,31.0,30.0,57.0,40.0
Bella Gioia,https://www.opentable.com/r/bella-gioia-brooklyn,1,False,2,180,4.6,4.6,4.8,4.5,4.3,Moderate,91.0,Park Slope,"Sicilian, Italian, Mediterranean",Casual Elegant,Casual Dress,Nico Daniele,"Beer, Cocktails, Corkage Fee, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Takeout, Wheelchair Access, Wine",Sicilian,1,1,1,1,False,4,True,1/21/2017,1646.0,0.1093560145808019,1.0,,1.0,2.0,5.0,2.25
Leuca,https://www.opentable.com/r/leuca-brooklyn,1,False,2,924,4.4,4.5,4.4,4.5,4.1,Moderate,88.0,Williamsburg,Italian,Casual Elegant,Smart Casual,Andrew Carmellini,"Bar Dining, Beer, Cocktails, Full Bar, Late Night, Wheelchair Access",Italian,0,0,0,0,False,0,False,11/4/2016,1724.0,0.5359628770301624,9.0,,,8.0,21.0,12.666666666666666
D.O.C. Wine Bar,https://www.opentable.com/r/doc-wine-bar-brooklyn,1,False,2,150,4.7,4.7,4.6,4.6,4.5,Moderate,88.0,Williamsburg,"Italian, Mediterranean, Regional Italian (Sardinia)",Casual Elegant,Smart Casual,Stefano Baldantoni,"Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,0,0,1,False,2,True,12/7/2016,1691.0,0.0887049083382613,10.0,12.0,13.0,21.0,,14.0
Cheeseboat,https://www.opentable.com/r/cheeseboat-brooklyn,1,False,1,228,4.4,4.5,4.2,4.3,4.2,Moderate,89.0,Williamsburg,"Georgian, Wine Bar, Vegetarian / Vegan",Casual Dining,Business Casual,,"Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Takeout, Wine",Georgian,1,1,1,1,False,4,True,9/7/2016,1782.0,0.1279461279461279,7.0,,6.0,8.0,9.0,7.5
The Meatball Shop - Williamsburg,https://www.opentable.com/r/the-meatball-shop-williamsburg-brooklyn,1,False,1,45,4.4,4.3,4.6,4.2,4.3,Quiet,60.0,Williamsburg,"American, Italian",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",American,1,0,0,1,False,2,True,4/26/2019,821.0,0.0548112058465286,10.0,,7.0,11.0,10.0,9.5
Luzzo's BK,https://www.opentable.com/r/luzzos-bk-brooklyn,1,False,1,96,4.7,4.7,4.7,4.5,4.5,Moderate,89.0,Cobble Hill,"Pizzeria, Italian",Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Pizzeria,1,1,1,1,False,4,True,3/17/2017,1591.0,0.0603394091766184,4.0,5.0,8.0,6.0,4.0,5.4
