name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions
BROOKVIN,https://www.opentable.com/r/brookvin-brooklyn,1,FALSE,2,98,4.9,4.8,4.9,4.9,4.7,Moderate,100,Park Slope,Tapas / Small Plates,Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Full Bar, Non-Smoking, Outdoor dining, Wine",Tapas / Small Plates,1,1,1,1,FALSE,4
Rangoon - Brooklyn,https://www.opentable.com/r/rangoon-brooklyn,1,FALSE,2,127,4.4,4.4,4.3,4.4,4.1,Moderate,89,Crown Heights,Burmese,Casual Dining,Casual Dress,Myo Moe,"Beer, Cocktails, Counter Seating, Delivery, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Wheelchair Access, Wine",Burmese,1,1,1,1,FALSE,4
Hummus Market,https://www.opentable.com/r/hummus-market-brooklyn,1,FALSE,1,9,4.8,4.8,4.9,4.7,4.7,Moderate,100,Williamsburg,"Middle Eastern, Moroccan, Israeli",Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Happy Hour, Kosher, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Middle Eastern,1,1,1,1,FALSE,4
East Hae,https://www.opentable.com/r/east-hae-brooklyn,1,FALSE,2,36,4.2,4.2,4,4.3,3.9,Moderate,67,Williamsburg,"Korean, Barbecue, Asian",Casual Elegant,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Wheelchair Access, Wine",Korean,1,1,1,1,FALSE,4
Teraza Restaurant Lounge,https://www.opentable.com/r/teraza-restaurant-lounge-brooklyn,1,FALSE,3,32,4.8,4.8,4.6,4.8,4.5,Moderate,100,Coney Island,"Mediterranean, Bar / Lounge / Bottle Service, European",Casual Dining,Smart Casual,,"Banquet, Bar/Lounge, Beer, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Dancing, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Wheelchair Access, Wine",Mediterranean,1,1,1,1,FALSE,4
Czen,https://www.opentable.com/r/czen-brooklyn,1,FALSE,1,178,4.5,4.5,4.3,4.5,4.3,Moderate,95,Midwood,"Caribbean, Asian, Fusion / Eclectic",Casual Elegant,Smart Casual,Chef Jimmy,"Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Caribbean,1,1,1,1,FALSE,4
Café Le Mistral,https://www.opentable.com/r/cafe-le-mistral-brooklyn,1,FALSE,3,11,4.5,4.4,4.4,4.5,4.1,Moderate,100,Park Slope,"French, Bistro, Traditional French",Fine Dining,Smart Casual,Joel Estudillo,"Banquet, Bar/Lounge, Beer, Cafe, Entertainment, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wine",French,1,0,1,1,FALSE,3
Mama Capri - Brooklyn,https://www.opentable.com/r/mama-capri-brooklyn,1,FALSE,2,18,4.6,4.6,4.7,4.8,4.5,Quiet,100,Carroll Gardens,Italian,Casual Dining,Casual Dress,Telia,"Bar/Lounge, Cafe, Counter Seating, Fireplace, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Fabiane's,https://www.opentable.com/r/fabianes-brooklyn,1,FALSE,1,17,4.2,4.3,4.1,4.1,4.1,Moderate,80,Williamsburg,"American, CafÃ©, Winery",Home Style,Smart Casual,Kevin Heremosa,"Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,FALSE,4
Suite 704,https://www.opentable.com/r/suite-704-brooklyn,1,FALSE,2,7,4.5,4.4,4.4,4.8,4.5,Moderate,100,Crown Heights,"Caribbean, Seafood, Vegetarian / Vegan",Casual Dining,Casual Dress,Sean Graham,"Banquet, Bar/Lounge, Counter Seating, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch",Caribbean,1,1,1,1,FALSE,4
Tambour,https://www.opentable.com/r/tambour-brooklyn,1,FALSE,1,51,4.5,4.5,4.5,4.3,4.3,Moderate,84,Park Slope,"Wine Bar, Contemporary American",Casual Dining,Business Casual,,"Beer, Cocktails, Wine",Wine Bar,0,0,0,0,FALSE,0
Avere,https://www.opentable.com/r/avere-brooklyn,1,FALSE,1,24,4.2,4.4,4.4,3.8,4.2,Quiet,86,Downtown Brooklyn,Contemporary Italian,Casual Dining,Casual Dress,Mike Vejuka.,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Contemporary Italian,1,1,1,1,FALSE,4
Union Pizza Works,https://www.opentable.com/r/union-pizza-works-brooklyn,1,FALSE,1,37,4.9,4.8,4.7,4.8,4.8,Moderate,78,Bushwick,"Pizzeria, Italian",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Delivery, Full Bar, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Pizzeria,1,1,1,1,FALSE,4
Pizza Secret,https://www.opentable.com/r/pizza-secret-brooklyn,1,FALSE,1,45,4.8,4.8,4.7,4.3,4.3,Moderate,100,Park Slope,"Pizzeria, Italian",Casual Dining,Casual Dress,,"Bar Dining, Counter Seating, Non-Smoking",Pizzeria,0,0,0,0,FALSE,0
Terre Pasta Natural Wine,https://www.opentable.com/r/terre-pasta-natural-wine-brooklyn,1,FALSE,2,360,4.9,4.9,4.8,4.9,4.5,Moderate,100,Park Slope,"Italian, Wine Bar",Casual Dining,Casual Dress,Daniele Tassi,"Outdoor dining, Wine",Italian,1,1,1,1,FALSE,4
Archway Cafe,https://www.opentable.com/r/archway-cafe-brooklyn,1,FALSE,1,16,4.2,4.2,4.2,4.1,4.2,Quiet,92,DUMBO / Vinegar Hill,"CafÃ©, American",Casual Dining,Casual Dress,,"Beer, Delivery, Outdoor dining, Takeout, Wine",CafÃ©,0,0,0,0,FALSE,0
Alta Calidad,https://www.opentable.com/r/alta-calidad-brooklyn,1,FALSE,2,264,4.6,4.6,4.6,4.6,4.3,Moderate,89,Prospect Heights,Mexican,Casual Dining,Casual Dress,Chef Akhtar Nawab,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Weekend Brunch, Wine",Mexican,0,0,0,0,FALSE,0
Beso,https://www.opentable.com/r/beso-staten-island,1,FALSE,1,5,4.8,4.7,4.8,4.7,4.7,Moderate,100,Bay Ridge,"Tapas / Small Plates, Spanish",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Non-Smoking, Takeout, Wine",Tapas / Small Plates,0,0,0,0,FALSE,0
Cecconi's Dumbo,https://www.opentable.com/r/cecconis-dumbo-brooklyn,1,FALSE,1,2532,4.6,4.6,4.4,4.8,4.3,Moderate,93,DUMBO / Vinegar Hill,"Contemporary Italian, Italian, Mediterranean",Casual Dining,Casual Dress,Patrick Hernon,"Bar/Lounge, Beer, Cocktails, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Patio/Outdoor Dining, Private Room, View, Weekend Brunch, Wine",Contemporary Italian,1,1,1,1,FALSE,4
INDIAN TABLE,https://www.opentable.com/r/indian-table-brooklyn,1,FALSE,1,51,4.8,4.9,4.8,4.5,4.8,Quiet,100,Cobble Hill,Indian,Casual Dining,Business Casual,Eric McCarthy,"Beer, Cocktails, Delivery, Gender Neutral Restroom, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wine",Indian,1,1,1,0,FALSE,3
Faun,https://www.opentable.com/r/faun-brooklyn,1,FALSE,1,10,4.5,4.7,4.4,4.6,4.1,Moderate,80,Prospect Heights,"Italian, American, Steak",Casual Elegant,Business Casual,Kieran Minihan,"Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Il Colosseo Restaurant And Pizzeria,https://www.opentable.com/r/il-colosseo-restaurant-and-pizzeria-brooklyn,1,FALSE,1,6,4.6,4.5,4.7,4.4,4.4,Moderate,100,Bensonhurst,Italian,Casual Dining,Business Casual,,,Italian,0,0,0,0,FALSE,0
One Stop,https://www.opentable.com/r/one-stop-brooklyn,1,FALSE,1,2,4.7,4.6,4.6,4.8,4.8,Moderate,100,Greenpoint,American,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Full Bar, Gender Neutral Restroom, Outdoor dining, Outdoor Smoking Area, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,FALSE,4
Fragole,https://www.opentable.com/r/fragole-brooklyn,1,FALSE,1,102,4.6,4.6,4.4,4.5,4.5,Moderate,90,Carroll Gardens,"Italian, Home cooking",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Beer Garden, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Buffalo Wild Wings - Atlantic Terminal,https://www.opentable.com/r/buffalo-wild-wings-atlantic-terminal-brooklyn,1,FALSE,1,85,4.2,4.3,4.2,4.2,4.3,Moderate,83,Brooklyn Heights,"American, Burgers",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Happy Hour, Late Night, Takeout, Wine",American,1,1,1,1,FALSE,4
Westville Dumbo,https://www.opentable.com/r/westville-dumbo-brooklyn,1,FALSE,1,224,4.6,4.6,4.6,4.4,4.5,Moderate,89,DUMBO / Vinegar Hill,"Comfort Food, American",Casual Dining,Business Casual,,"Beer, Cocktails, Delivery, Full Bar, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wine",Comfort Food,1,1,1,1,FALSE,4
Bella Gioia,https://www.opentable.com/r/bella-gioia-brooklyn,1,FALSE,2,180,4.6,4.6,4.8,4.5,4.3,Moderate,91,Park Slope,"Sicilian, Italian, Mediterranean",Casual Elegant,Casual Dress,Nico Daniele,"Beer, Cocktails, Corkage Fee, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Takeout, Wheelchair Access, Wine",Sicilian,1,1,1,1,FALSE,4
Leuca,https://www.opentable.com/r/leuca-brooklyn,1,FALSE,2,924,4.4,4.5,4.4,4.5,4.1,Moderate,88,Williamsburg,Italian,Casual Elegant,Smart Casual,Andrew Carmellini,"Bar Dining, Beer, Cocktails, Full Bar, Late Night, Wheelchair Access",Italian,0,0,0,0,FALSE,0
D.O.C. Wine Bar,https://www.opentable.com/r/doc-wine-bar-brooklyn,1,FALSE,2,150,4.7,4.7,4.6,4.6,4.5,Moderate,88,Williamsburg,"Italian, Mediterranean, Regional Italian (Sardinia)",Casual Elegant,Smart Casual,Stefano Baldantoni,"Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,0,0,1,FALSE,2
Cheeseboat,https://www.opentable.com/r/cheeseboat-brooklyn,1,FALSE,1,228,4.4,4.5,4.2,4.3,4.2,Moderate,89,Williamsburg,"Georgian, Wine Bar, Vegetarian / Vegan",Casual Dining,Business Casual,,"Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Takeout, Wine",Georgian,1,1,1,1,FALSE,4
The Meatball Shop - Williamsburg,https://www.opentable.com/r/the-meatball-shop-williamsburg-brooklyn,1,FALSE,1,45,4.4,4.3,4.6,4.2,4.3,Quiet,60,Williamsburg,"American, Italian",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",American,1,0,0,1,FALSE,2
Luzzo's BK,https://www.opentable.com/r/luzzos-bk-brooklyn,1,FALSE,1,96,4.7,4.7,4.7,4.5,4.5,Moderate,89,Cobble Hill,"Pizzeria, Italian",Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Pizzeria,1,1,1,1,FALSE,4
La Locanda,https://www.opentable.com/r/la-locanda-brooklyn,1,FALSE,1,9,4.8,4.7,4.9,4.6,4.9,Moderate,75,Williamsburg,"Italian, Seafood, Mediterranean",Casual Dining,Casual Dress,Cono Colombo,"Banquet, Beer, Cafe, Cocktails, Delivery, Full Bar, Gluten-free Menu, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Il Porto Ristorante,https://www.opentable.com/r/il-porto-ristorante-brooklyn,1,FALSE,1,66,4.3,4,4.3,3.8,4,Moderate,100,Clinton Hill,Italian,Casual Dining,Smart Casual,Mario Maligieri,"Beer, Cocktails, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Amarachi,https://www.opentable.com/amarachi,1,FALSE,1,127,4.1,4.3,3.6,3.8,3.9,Moderate,80,Downtown Brooklyn,"African, Caribbean, American",Casual Elegant,Jacket Preferred,Joseph Adewumi,"Bar Dining, Bar/Lounge, Beer, Cocktails, Dancing, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, View, Weekend Brunch, Wheelchair Access, Wine",African,0,0,0,0,FALSE,0
Mexico 2000 Restaurant,https://www.opentable.com/mexico-2000-restaurant,1,FALSE,1,36,3.1,3.5,3.1,3.3,3.3,Moderate,100,Williamsburg,Mexican,Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Chef's Table, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mexican,0,0,0,0,FALSE,0
Motorino,https://www.opentable.com/motorino,1,FALSE,1,50,4.5,4.5,4.2,4.3,4.2,Moderate,95,Williamsburg,Pizzeria,Casual Dining,Casual Dress,,"Beer, BYO Wine, Corkage Fee, Delivery, Full Bar, Takeout, Weekend Brunch, Wheelchair Access, Wine",Pizzeria,0,0,0,0,FALSE,0
L'Antagoniste,https://www.opentable.com/lantagoniste,1,FALSE,2,252,4.7,4.6,4.6,4.6,4.3,Quiet,100,Bedford-Stuyvesant,"French, Farm-to-table, European",Casual Dining,Business Casual,Anthony Bacle,"Bar/Lounge, Beer, Beer Garden, BYO Wine, Corkage Fee, Delivery, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,FALSE,4
Glasserie,https://www.opentable.com/glasserie,1,FALSE,2,513,4.6,4.7,4.4,4.5,4.3,Moderate,90,Greenpoint,"Mediterranean, Middle Eastern, Cocktail Bar",Casual Dining,Casual Dress,Jeff Kouba,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wine",Mediterranean,1,1,1,1,FALSE,4
Bijan's Brooklyn,https://www.opentable.com/bijans-brooklyn,1,FALSE,1,143,4.2,4.2,4.1,4.4,4,Moderate,100,Downtown Brooklyn,"American, Persian",Casual Dining,Casual Dress,Julian Alzate,"Bar/Lounge, Beer, Cafe, Cocktails, Delivery, Fireplace, Full Bar, Happy Hour, Late Night, Outdoor Smoking Area, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,FALSE,0
La Nonna Ristorante & Bar,https://www.opentable.com/la-nonna-ristorante-and-bar,1,FALSE,2,736,4.7,4.8,4.6,4.7,4.6,Moderate,98,Williamsburg,"Italian, Contemporary Italian, Comfort Food",Casual Dining,Casual Dress,Cono Morena,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Shalom Japan,https://www.opentable.com/shalom-japan,1,FALSE,2,478,4.5,4.6,4.5,4.3,4.1,Moderate,87,Williamsburg,"Creative Japanese, Contemporary American, Contemporary Asian",Casual Dining,Casual Dress,Aaron Israel and Sawako Okochi,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Takeout, Wine",Creative Japanese,1,1,1,1,FALSE,4
Fabbrica,https://www.opentable.com/fabbrica-brooklyn,1,FALSE,2,109,4.4,4.4,4.4,4.3,4.2,Moderate,,Williamsburg,"Italian, Seafood, Cocktail Bar",Casual Dining,Casual Dress,Marco Attanasio,"Banquet, Bar/Lounge, Beer, Cafe, Chef's Table, Corkage Fee, Counter Seating, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, High Tea, Late Night, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Fonda - Brooklyn,https://www.opentable.com/r/fonda-brooklyn,1,FALSE,2,785,4.8,4.8,4.7,4.6,4.5,Moderate,99,Park Slope,Mexican,Casual Dining,Casual Dress,Roberto Santibanez,"Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1,FALSE,4
Soco,https://www.opentable.com/r/soco-brooklyn,1,FALSE,1,1907,3.9,4.2,3.9,4.1,3.9,Moderate,76,Clinton Hill,"Southern, Cajun, Contemporary Southern",Casual Dining,Casual Dress,,"Bar Dining, Bar/Lounge, Counter Seating, Entertainment, Full Bar, Happy Hour, Late Night, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access",Southern,0,0,0,0,FALSE,0
Benchmark Restaurant,https://www.opentable.com/benchmark-restaurant,1,FALSE,2,1178,4.4,4.4,4.5,4.4,4.2,Moderate,95,Park Slope,"Contemporary American, Steakhouse",Casual Elegant,Casual Dress,Ryan Jaronik,"Beer, BYO Wine, Cocktails, Corkage Fee, Full Bar, Late Night, Non-Smoking, Outdoor dining, Weekend Brunch, Wheelchair Access, Wine",Contemporary American,0,0,0,0,FALSE,0
Marco Polo Ristorante,https://www.opentable.com/marco-polo-ristorante,1,FALSE,1,311,4.6,4.7,4.6,4.6,4.4,Moderate,100,Carroll Gardens,Italian,Casual Dining,Smart Casual,,"Banquet, Beer, Cocktails, Corkage Fee, Delivery, Entertainment, Fireplace, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Italian,0,0,0,0,FALSE,0
Bacchus,https://www.opentable.com/bacchus-brooklyn,1,FALSE,1,1011,4.5,4.5,4.5,4.7,4.3,Moderate,97,Boerum Hill,French,Casual Dining,Casual Dress,Sixto Fuentes,"Beer, Corkage Fee, Counter Seating, Dancing, Entertainment, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,FALSE,4
Baci Abbracci,https://www.opentable.com/r/baci-abbracci-brooklyn,1,FALSE,2,540,4.5,4.5,4.5,4.3,4.3,Moderate,94,Williamsburg,Italian,Casual Dining,Casual Dress,Paolo Cappiello,"Beer, Delivery, Full Bar, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,FALSE,4
Simply Greek,https://www.opentable.com/r/simply-greek-brooklyn,1,FALSE,1,0,,,,,,Quiet,,Park Slope,Greek,Casual Dining,Business Casual,,"Delivery, Outdoor dining, Patio/Outdoor Dining, Takeout",Greek,0,0,0,0,FALSE,0
Hills Place,https://www.opentable.com/r/hills-place-brooklyn,1,FALSE,1,0,,,,,,,,Mill Basin,African,Casual Dining,Casual Dress,,"Beer, Delivery, Entertainment, Late Night, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",African,0,0,0,0,FALSE,0
Palenque Home Made Colombian Food,https://www.opentable.com/r/palenque-home-made-colombian-food-brooklyn,1,FALSE,1,1,4.3,4.3,4.7,4.7,4.3,Quiet,,Williamsburg,"Colombian, CafÃ©, Latin / Spanish",Casual Dining,Business Casual,,"BYO Liquor, Cafe, Delivery, Gender Neutral Restroom, Gluten-free Menu, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access",Colombian,1,1,1,1,FALSE,4
Parklife,https://www.opentable.com/r/parklife-brooklyn,1,FALSE,2,14,4.4,4.3,4.4,4.5,4.1,Moderate,88,Gowanus,"Mexican, Persian",Casual Dining,Casual Dress,Scott Koshnoodi,"Bar/Lounge, Beer, Cocktails, Delivery, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1,TRUE,4
Mera Restaurant,https://www.opentable.com/r/mera-restaurant-brooklyn,1,FALSE,1,12,4.8,4.7,4.7,4.7,4.7,Moderate,100,Gravesend,Mediterranean,Casual Dining,Business Casual,,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Full Bar, Happy Hour, Late Night, Takeout, Wine",Mediterranean,0,0,0,0,TRUE,0
Republic Bar and Lounge,https://www.opentable.com/r/republic-bar-and-lounge-brooklyn,1,FALSE,1,0,,,,,,,,Bushwick,American,Casual Dining,Casual Dress,,"Bar Dining, Bar/Lounge, Beer, Full Bar, Non-Smoking, Wheelchair Access, Wine",American,0,0,0,0,TRUE,0
MIKA,https://www.opentable.com/r/mika-brooklyn,1,FALSE,1,0,,,,,,,,Williamsburg,"American, Japanese",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Gender Neutral Restroom, Outdoor dining, Patio/Outdoor Dining, Weekend Brunch, Wine",American,1,1,1,1,TRUE,4
Van Brunt Stillhouse,https://www.opentable.com/r/van-brunt-stillhouse-brooklyn,1,FALSE,1,5,4.9,4.1,5,4.9,4.9,Moderate,100,Red Hook (Brooklyn),"Bar / Lounge / Bottle Service, Distillery",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Beer Garden, Cocktails, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Bar / Lounge / Bottle Service,1,1,1,1,TRUE,4
Triangle Grill,https://www.opentable.com/r/triangle-grill-brooklyn,1,FALSE,1,0,,,,,,,,Bushwick,Caribbean,Casual Dining,Business Casual,,,Caribbean,0,0,0,0,TRUE,0
Tiny's Cantina,https://www.opentable.com/r/tinys-cantina-brooklyn,1,FALSE,1,0,,,,,,,,Prospect Heights,Mexican,Casual Dining,Casual Dress,Cenobio Canalizo,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1,TRUE,4
Chinese Grill Master Brooklyn,https://www.opentable.com/r/chinese-grill-master-brooklyn-brooklyn,1,FALSE,1,0,,,,,,,,Sunset Park,Korean,Casual Dining,Business Casual,,,Korean,0,0,0,0,FALSE,0
Revolucion Taco Stuyvesant Heights,https://www.opentable.com/r/revolucion-taco-stuyvesant-heights-brooklyn,1,FALSE,1,0,,,,,,Quiet,,Bedford-Stuyvesant,Mexican,Casual Dining,Business Casual,,"Delivery, Gluten-free Menu, Non-Smoking, Takeout",Mexican,1,1,1,1,FALSE,4
Revolucion Taco Bed Stuy,https://www.opentable.com/r/revolucion-taco-bed-stuy-brooklyn,1,FALSE,1,0,,,,,,,,Bedford-Stuyvesant,"Mexican, Unspecified",Casual Dining,Casual Dress,Chef Jon Jerman,"Beer, BYO Wine, Corkage Fee, Delivery, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wine",Mexican,1,1,1,1,FALSE,4
